Email id,From Name,From seniority,From Department,To Name,To seniority,To Department,Email topic,Date,Is opened?,Device,Within work hours,Within workdays,Department color,Department aura,Predicted_Sentiment,Confidence_Score
223,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-11,opened,mobile,no,yes,red,aura1,neutral,0.7993121147155762
224,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Product Development,2024-03-06,opened,mobile,no,yes,red,aura1,positive,0.5200981497764587
225,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-16,opened,mobile,no,no,red,aura1,neutral,0.7993121147155762
226,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-15,opened,desktop,yes,yes,red,aura1,neutral,0.7993121147155762
227,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-28,unopened,desktop,yes,yes,red,aura1,neutral,0.7993121147155762
228,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Meeting Scheduling,2024-03-11,opened,desktop,yes,yes,red,aura1,neutral,0.8804826140403748
229,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Training and Development,2024-03-29,opened,desktop,yes,yes,red,aura1,neutral,0.6831164360046387
230,Corey Scandwright,C-level,Executive Management,Elsinore Waterland,Middle level management,Human Resources,HR related topics,2024-03-14,opened,desktop,yes,yes,red,aura1,neutral,0.8412798047065735
231,Corey Scandwright,C-level,Executive Management,Elsinore Waterland,Middle level management,Human Resources,Meeting Scheduling,2024-03-05,opened,desktop,no,yes,red,aura1,neutral,0.8804826140403748
232,Corey Scandwright,C-level,Executive Management,Elsinore Waterland,Middle level management,Human Resources,Legal Matters,2024-03-12,opened,mobile,yes,yes,red,aura1,neutral,0.7993121147155762
233,Corey Scandwright,C-level,Executive Management,Elsinore Waterland,Middle level management,Human Resources,Meeting Scheduling,2024-03-12,opened,desktop,yes,yes,red,aura1,neutral,0.8804826140403748
234,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,2024-03-07,opened,desktop,yes,yes,red,aura1,neutral,0.8176727890968323
235,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,2024-03-20,opened,mobile,yes,yes,red,aura1,neutral,0.8176727890968323
236,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,2024-03-07,opened,mobile,yes,yes,red,aura1,neutral,0.8176727890968323
237,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Project Updates,2024-03-19,opened,desktop,yes,yes,red,aura1,neutral,0.808040976524353
238,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Meeting Scheduling,2024-03-15,opened,desktop,yes,yes,red,aura1,neutral,0.8804826140403748
239,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Technical Support,2024-03-18,opened,desktop,yes,yes,red,aura1,neutral,0.6735418438911438
240,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,2024-03-22,opened,mobile,yes,yes,red,aura1,neutral,0.8176727890968323
241,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Legal Matters,2024-03-06,opened,mobile,yes,yes,red,aura1,neutral,0.7993121147155762
242,Corey Scandwright,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Legal Matters,2024-03-26,opened,desktop,yes,yes,red,aura1,neutral,0.7993121147155762
243,Corey Scandwright,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-26,opened,desktop,no,yes,red,aura1,neutral,0.6735418438911438
244,Corey Scandwright,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-19,opened,mobile,yes,yes,red,aura1,neutral,0.6735418438911438
245,Corey Scandwright,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Project Updates,2024-03-01,opened,desktop,no,yes,red,aura1,neutral,0.808040976524353
246,Corey Scandwright,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-15,opened,desktop,yes,yes,red,aura1,neutral,0.6735418438911438
247,Corey Scandwright,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-23,unopened,desktop,no,no,red,aura1,neutral,0.6735418438911438
248,Corey Scandwright,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-11,opened,desktop,yes,yes,red,aura1,neutral,0.6735418438911438
249,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-21,opened,mobile,yes,yes,red,aura1,positive,0.5200981497764587
250,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Project Updates,2024-03-20,opened,mobile,yes,yes,red,aura1,neutral,0.808040976524353
251,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Sales and Marketing,2024-03-25,unopened,mobile,yes,yes,red,aura1,neutral,0.7378632426261902
252,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Vendor Relations,2024-03-15,unopened,desktop,no,yes,red,aura1,neutral,0.883733332157135
253,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Training and Development,2024-03-01,opened,desktop,no,yes,red,aura1,neutral,0.6831164360046387
254,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-12,opened,desktop,yes,yes,red,aura1,positive,0.5200981497764587
255,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Sales and Marketing,2024-03-14,opened,desktop,yes,yes,red,aura1,neutral,0.7378632426261902
256,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Meeting Scheduling,2024-03-12,opened,desktop,no,yes,red,aura1,neutral,0.8804826140403748
257,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Sales and Marketing,2024-03-12,opened,desktop,yes,yes,red,aura1,neutral,0.7378632426261902
258,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Internal Policies and Procedures,2024-03-04,opened,desktop,yes,yes,red,aura1,neutral,0.8016245365142822
259,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Project Updates,2024-03-25,opened,mobile,yes,yes,red,aura1,neutral,0.808040976524353
260,Corey Scandwright,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Sales and Marketing,2024-03-14,opened,desktop,yes,yes,red,aura1,neutral,0.7378632426261902
261,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Project Updates,2024-03-26,opened,desktop,yes,yes,red,aura1,neutral,0.808040976524353
262,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,2024-03-08,opened,desktop,yes,yes,red,aura1,neutral,0.7993121147155762
263,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Meeting Scheduling,2024-03-06,opened,desktop,yes,yes,red,aura1,neutral,0.8804826140403748
264,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,2024-03-25,opened,desktop,yes,yes,red,aura1,neutral,0.7993121147155762
265,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Product Development,2024-03-21,opened,desktop,yes,yes,red,aura1,positive,0.5200981497764587
266,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Product Development,2024-03-13,opened,desktop,yes,yes,red,aura1,positive,0.5200981497764587
267,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Training and Development,2024-03-20,opened,mobile,yes,yes,red,aura1,neutral,0.6831164360046387
268,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Operational Issues,2024-03-29,unopened,desktop,no,yes,red,aura1,negative,0.5376729369163513
269,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,HR related topics,2024-03-06,opened,desktop,yes,yes,red,aura1,neutral,0.8412798047065735
270,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,2024-03-18,opened,desktop,yes,yes,red,aura1,neutral,0.7993121147155762
271,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Meeting Scheduling,2024-03-04,opened,mobile,yes,yes,red,aura1,neutral,0.8804826140403748
272,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Project Updates,2024-03-08,opened,desktop,yes,yes,red,aura1,neutral,0.808040976524353
273,Leona McAree,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Client Related Communication,2024-03-20,opened,desktop,yes,yes,red,aura1,neutral,0.83217453956604
274,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Product Development,2024-03-14,opened,desktop,yes,yes,red,aura1,positive,0.5200981497764587
275,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,HR related topics,2024-03-05,opened,mobile,yes,yes,red,aura1,neutral,0.8412798047065735
276,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Project Updates,2024-03-16,opened,desktop,no,no,red,aura1,neutral,0.808040976524353
277,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Meeting Scheduling,2024-03-13,opened,desktop,yes,yes,red,aura1,neutral,0.8804826140403748
278,Leona McAree,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Product Development,2024-03-14,opened,desktop,yes,yes,red,aura1,positive,0.5200981497764587
279,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Product Development,2024-03-21,opened,desktop,yes,yes,red,aura1,positive,0.5200981497764587
280,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Meeting Scheduling,2024-03-21,opened,desktop,yes,yes,red,aura1,neutral,0.8804826140403748
281,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Product Development,2024-03-19,opened,desktop,yes,yes,red,aura1,positive,0.5200981497764587
282,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Operational Issues,2024-03-14,opened,desktop,yes,yes,red,aura1,negative,0.5376729369163513
283,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Vendor Relations,2024-03-13,opened,desktop,no,yes,red,aura1,neutral,0.883733332157135
284,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,HR related topics,2024-03-06,opened,desktop,yes,yes,red,aura1,neutral,0.8412798047065735
285,Constancia Di Bartolomeo,C-level,Executive Management,Corey Scandwright,C-level,Executive Management,Legal Matters,2024-03-29,opened,desktop,yes,yes,red,aura1,neutral,0.7993121147155762
286,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Product Development,2024-03-20,opened,desktop,yes,yes,red,aura1,positive,0.5200981497764587
287,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Project Updates,2024-03-04,opened,desktop,yes,yes,red,aura1,neutral,0.808040976524353
288,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,2024-03-15,opened,desktop,yes,yes,red,aura1,neutral,0.7993121147155762
289,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,2024-03-11,opened,desktop,yes,yes,red,aura1,neutral,0.7993121147155762
290,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Product Development,2024-03-21,opened,mobile,yes,yes,red,aura1,positive,0.5200981497764587
291,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Operational Issues,2024-03-06,opened,mobile,no,yes,red,aura1,negative,0.5376729369163513
292,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,HR related topics,2024-03-06,opened,desktop,yes,yes,red,aura1,neutral,0.8412798047065735
293,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Internal Policies and Procedures,2024-03-13,opened,desktop,yes,yes,red,aura1,neutral,0.8016245365142822
294,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Legal Matters,2024-03-04,unopened,mobile,yes,yes,red,aura1,neutral,0.7993121147155762
295,Corey Scandwright,C-level,Executive Management,Constancia Di Bartolomeo,C-level,Executive Management,Operational Issues,2024-03-25,opened,mobile,yes,yes,red,aura1,negative,0.5376729369163513
